cityLabel,year,population
Mzuzu,2007-01-01T00:00:00Z,150100
Butare,2012-01-01T00:00:00Z,19937
Bouar,2003-01-01T00:00:00Z,40353
Butembo,2012-01-01T00:00:00Z,217625
Butembo,2024-01-01T00:00:00Z,154621
Mocuba,2008-01-01T00:00:00Z,69045
Aboisso,2021-01-01T00:00:00Z,100903
Carnot,2003-01-01T00:00:00Z,45421
Nola,2003-01-01T00:00:00Z,29181
Kitale,1999-01-01T00:00:00Z,63245
Edd,2004-01-01T00:00:00Z,11259
Maxixe,2007-01-01T00:00:00Z,108824
Mogolico,2012-01-01T00:00:00Z,7251
Tôlanaro,2018-01-01T00:00:00Z,67284
Murzuk,2005-01-01T00:00:00Z,43732
Murzuk,2008-01-01T00:00:00Z,47324
Bamenda,1976-04-09T00:00:00Z,48111
Bamenda,1987-04-10T00:00:00Z,112681
Bamenda,2005-11-01T00:00:00Z,269530
Bamenda,2012-01-01T00:00:00Z,348766
Nyanza,2012-01-01T00:00:00Z,25417
Asosa,2005-01-01T00:00:00Z,20226
El Badari,2006-01-01T00:00:00Z,42770
El Salahaia El Gadeda,2006-01-01T00:00:00Z,9350
Beni Ansar,1994-01-01T00:00:00Z,23897
Beni Ansar,2004-01-01T00:00:00Z,31800
Beni Ansar,2014-01-01T00:00:00Z,56582
Beni Ansar,2014-01-01T00:00:00Z,56562
Beni Ansar,2024-01-01T00:00:00Z,50508
Endibir,2007-01-01T00:00:00Z,6488
Berbérati,2003-01-01T00:00:00Z,76918
Bordj Bou Arréridj,2008-01-01T00:00:00Z,168346
Mascara,2008-01-01T00:00:00Z,108587
El Hiba,2006-11-11T00:00:00Z,16209
Ingoré,2009-03-01T00:00:00Z,8107
Manfalut,1986-11-17T00:00:00Z,52281
Manfalut,1996-11-19T00:00:00Z,65141
Manfalut,2006-11-11T00:00:00Z,82585
Ankober,2005-01-01T00:00:00Z,2288
Muramvya,2008-01-01T00:00:00Z,5458
Qutur,2006-01-01T00:00:00Z,24518
Kafr Shokr,2006-01-01T00:00:00Z,23390
Tiaret,2008-01-01T00:00:00Z,178915
Ouahigouya,1985-01-01T00:00:00Z,38902
Ouahigouya,1996-01-01T00:00:00Z,52193
Ouahigouya,2006-01-01T00:00:00Z,73153
Ouahigouya,2019-01-01T00:00:00Z,124580
Suakin,2009-01-01T00:00:00Z,43337
Suakin,2009-01-01T00:00:00Z,43337
Bissorã,2008-01-01T00:00:00Z,11964
Taza,1982-09-03T00:00:00Z,77216
Taza,1994-01-01T00:00:00Z,120971
Taza,2004-01-01T00:00:00Z,139686
Taza,2014-01-01T00:00:00Z,148456
Taza,2019-01-01T00:00:00Z,148406
Taza,2024-01-01T00:00:00Z,150763
Gulu,1980-01-18T00:00:00Z,14958
Gulu,1991-01-12T00:00:00Z,38297
Gulu,2002-09-13T00:00:00Z,119430
Gulu,2014-08-27T00:00:00Z,150306
Gulu,2020-07-01T00:00:00Z,177400
Grand-Bassam,2021-01-01T00:00:00Z,124567
Antsirabe,1975-06-01T00:00:00Z,78941
Antsirabe,1985-01-01T00:00:00Z,150000
Antsirabe,1986-01-01T00:00:00Z,91000
Antsirabe,1993-08-01T00:00:00Z,126062
Antsirabe,2005-01-01T00:00:00Z,176933
Antsirabe,2009-01-01T00:00:00Z,200804
Antsirabe,2011-01-01T00:00:00Z,225965
Antsirabe,2014-07-01T00:00:00Z,257163
Antsirabe,2018-01-01T00:00:00Z,265018
Owerri,2010-01-01T00:00:00Z,474750
Owerri,2016-01-01T00:00:00Z,1401873
Owerri,2021-01-01T00:00:00Z,908109
Redcliff,2002-01-01T00:00:00Z,32346
Sassandra,2014-05-15T00:00:00Z,26608
Kédougou,1988-01-01T00:00:00Z,11216
Kédougou,2002-01-01T00:00:00Z,16672
Kédougou,2013-01-01T00:00:00Z,30051
Ilorin,2007-01-01T00:00:00Z,847582
Mbaïki,2003-01-01T00:00:00Z,22166
Husseiniya,2006-01-01T00:00:00Z,30825
Bria,2003-01-01T00:00:00Z,35204
Harardhere,2005-01-01T00:00:00Z,65523
Boujdour,1994-01-01T00:00:00Z,15167
Boujdour,1994-01-01T00:00:00Z,15167
Boujdour,2004-01-01T00:00:00Z,36843
Boujdour,2004-01-01T00:00:00Z,36843
Boujdour,2014-01-01T00:00:00Z,42651
Boujdour,2014-01-01T00:00:00Z,42651
Boujdour,2024-01-01T00:00:00Z,57360
Boujdour,2024-01-01T00:00:00Z,57360
Daraw,1996-11-19T00:00:00Z,30732
Daraw,2006-11-11T00:00:00Z,38400
Gusau,2006-01-01T00:00:00Z,383162
Temsia,1994-01-01T00:00:00Z,15760
Temsia,2004-01-01T00:00:00Z,26385
Temsia,2014-01-01T00:00:00Z,40780
Temsia,2024-01-01T00:00:00Z,52663
Kasama,1974-01-01T00:00:00Z,16400
Kasama,1990-08-20T00:00:00Z,47653
Kasama,2000-10-20T00:00:00Z,74243
Kasama,2010-01-01T00:00:00Z,108828
Kasama,2022-01-01T00:00:00Z,158051
Masvingo,2022-01-01T00:00:00Z,1638528
Ouazzane,1994-01-01T00:00:00Z,52168
Ouazzane,2004-01-01T00:00:00Z,57972
Ouazzane,2014-01-01T00:00:00Z,59606
Ouazzane,2024-01-01T00:00:00Z,57737
Potchefstroom,2011-01-01T00:00:00Z,148804
Larache,1994-01-01T00:00:00Z,90400
Larache,2004-01-01T00:00:00Z,107371
Larache,2014-01-01T00:00:00Z,125008
Larache,2024-01-01T00:00:00Z,133731
Jacqueville,2014-05-15T00:00:00Z,32288
Jacqueville,2021-01-01T00:00:00Z,49694
Nakonde,2000-10-20T00:00:00Z,9332
Nakonde,2010-10-16T00:00:00Z,41836
Al Aaroui,1994-01-01T00:00:00Z,27049
Al Aaroui,2004-01-01T00:00:00Z,36021
Al Aaroui,2014-01-01T00:00:00Z,47599
Al Aaroui,2024-01-01T00:00:00Z,46540
Dambai,2010-01-01T00:00:00Z,83715
Quinhámel,2008-01-01T00:00:00Z,2887
Quinhámel,2009-01-01T00:00:00Z,42659
Kibuye,2012-01-01T00:00:00Z,12325
Bafilo,2023-01-01T00:00:00Z,23627
Luena,2014-01-01T00:00:00Z,357413
Dikhil,2012-01-01T00:00:00Z,35000
Malanje,2006-01-01T00:00:00Z,221785
Malanje,2014-01-01T00:00:00Z,455000
Malanje,2018-01-01T00:00:00Z,569474
Malanje,2019-01-01T00:00:00Z,587000
Malanje,2020-01-01T00:00:00Z,604215
Tenkodogo,1985-01-01T00:00:00Z,23331
Tenkodogo,1996-01-01T00:00:00Z,31466
Tenkodogo,2006-01-01T00:00:00Z,44491
Tenkodogo,2019-01-01T00:00:00Z,58600
Ghardaia,2005-01-01T00:00:00Z,120000
Esna,2006-11-11T00:00:00Z,68656
Ouésso,2007-01-01T00:00:00Z,28179
Ouésso,2018-01-01T00:00:00Z,39653
Sidi Ifni,1994-01-01T00:00:00Z,19722
Sidi Ifni,2004-01-01T00:00:00Z,20051
Sidi Ifni,2014-01-01T00:00:00Z,21618
Sidi Ifni,2024-01-01T00:00:00Z,22696
Kahama,2012-01-01T00:00:00Z,242208
Kahama,2017-01-01T00:00:00Z,36014
Kenema,2013-01-01T00:00:00Z,188463
Ondjiva,2014-01-01T00:00:00Z,121537
Lekoni,2003-12-01T00:00:00Z,5843
Lekoni,2013-10-01T00:00:00Z,7330
Mufulira,1990-08-20T00:00:00Z,123936
Mufulira,2000-10-20T00:00:00Z,122336
Mufulira,2007-01-01T00:00:00Z,125336
Mufulira,2010-10-16T00:00:00Z,151309
Mufulira,2022-01-01T00:00:00Z,182400
Chimoio,2007-01-01T00:00:00Z,238976
Béchar,2008-01-01T00:00:00Z,165627
Banfora,1985-01-01T00:00:00Z,35319
Banfora,1996-01-01T00:00:00Z,49724
Banfora,2006-01-01T00:00:00Z,75917
Banfora,2013-01-01T00:00:00Z,97137
Banfora,2019-01-01T00:00:00Z,117200
Triolet,1990-01-01T00:00:00Z,18772
Triolet,2000-01-01T00:00:00Z,21250
Triolet,2011-01-01T00:00:00Z,23386
Tabora,2002-01-01T00:00:00Z,127880
Mongu,1974-01-01T00:00:00Z,11900
Mongu,1980-01-01T00:00:00Z,24919
Mongu,1990-08-20T00:00:00Z,29302
Mongu,2000-10-20T00:00:00Z,44310
Mongu,2010-10-16T00:00:00Z,49818
Mongu,2013-01-01T00:00:00Z,81575
Mongu,2022-01-01T00:00:00Z,148972
Mtwara,2002-01-01T00:00:00Z,92602
Mohammedia,1994-01-01T00:00:00Z,170063
Mohammedia,2004-01-01T00:00:00Z,188619
Mohammedia,2014-01-01T00:00:00Z,208612
Mohammedia,2024-01-01T00:00:00Z,194358
Léo,2013-01-01T00:00:00Z,33717
Léo,2019-01-01T00:00:00Z,51746
Touba,2007-01-01T00:00:00Z,529176
Merca,2014-01-01T00:00:00Z,230100
Bertoua,2001-01-01T00:00:00Z,173000
Bertoua,2005-01-01T00:00:00Z,88462
Maradi,1977-01-01T00:00:00Z,44458
Maradi,1988-01-01T00:00:00Z,110005
Maradi,2001-01-01T00:00:00Z,147038
Maradi,2012-01-01T00:00:00Z,267249
Maradi,2013-01-01T00:00:00Z,191367
Lichinga,2007-01-01T00:00:00Z,142253
Bafang,1976-04-09T00:00:00Z,25714
Bafang,1987-04-10T00:00:00Z,38038
Bafang,2005-11-11T00:00:00Z,34941
Bafang,2012-01-01T00:00:00Z,33342
Muhanga,2012-01-01T00:00:00Z,319141
Batouri,2012-01-01T00:00:00Z,33594
Sodo,2023-01-01T00:00:00Z,213467
Chefchaouen,1994-01-01T00:00:00Z,31410
Chefchaouen,2004-01-01T00:00:00Z,35709
Chefchaouen,2014-01-01T00:00:00Z,42786
Chefchaouen,2024-01-01T00:00:00Z,46168
Masha,2007-01-01T00:00:00Z,6787
Massarah,2024-01-01T00:00:00Z,288880
Dimbokro,2021-01-01T00:00:00Z,70198
Hermonthis,1986-11-17T00:00:00Z,54616
Hermonthis,1996-11-19T00:00:00Z,65647
Hermonthis,2006-11-11T00:00:00Z,76457
Diofior,2002-01-01T00:00:00Z,8388
Diofior,2013-01-01T00:00:00Z,11312
Kassala,2008-01-01T00:00:00Z,419030
Kassala,2010-01-01T00:00:00Z,536009
Mutsamudu,2013-01-01T00:00:00Z,30000
Machakos,1999-01-01T00:00:00Z,114109
Kousséri,2010-01-01T00:00:00Z,101246
Okemesi,2006-01-01T00:00:00Z,56000
Qaha,2006-01-01T00:00:00Z,26694
Rahmaniya,2006-01-01T00:00:00Z,29393
Ras El Bar,2006-11-11T00:00:00Z,8635
Asilah,1994-01-01T00:00:00Z,24588
Asilah,2004-01-01T00:00:00Z,28217
Asilah,2014-01-01T00:00:00Z,31147
Asilah,2024-01-01T00:00:00Z,36039
Wajir,2019-01-01T00:00:00Z,90116
Ghinda,2004-01-01T00:00:00Z,11560
Kalemie,2012-01-01T00:00:00Z,146974
Atar,2013-01-01T00:00:00Z,24021
Asella,2007-01-01T00:00:00Z,67269
Bishoftu,2007-01-01T00:00:00Z,99928
Guéckédougou,1996-01-01T00:00:00Z,79140
Guéckédougou,2008-01-01T00:00:00Z,221715
Gode,2007-01-01T00:00:00Z,43234
Goba,2007-01-01T00:00:00Z,32025
Ngaoundéré,2001-01-01T00:00:00Z,189800
Girga,1986-11-17T00:00:00Z,71564
Girga,1996-11-19T00:00:00Z,89679
Girga,2006-11-11T00:00:00Z,102597
Dessie,2015-01-01T00:00:00Z,187900
Jijiga,2007-01-01T00:00:00Z,125876
Jijiga,2015-01-01T00:00:00Z,159300
Hawaasa,2015-01-01T00:00:00Z,300100
Ati,2000-01-01T00:00:00Z,20695
Taroudant,1994-01-01T00:00:00Z,57136
Taroudant,2004-01-01T00:00:00Z,69489
Taroudant,2014-01-01T00:00:00Z,80149
Taroudant,2024-01-01T00:00:00Z,83496
Chiro,2007-01-01T00:00:00Z,33670
Massenya,2009-01-01T00:00:00Z,3680
Kaya,1985-01-01T00:00:00Z,25814
Kaya,1996-01-01T00:00:00Z,33958
Kaya,2006-01-01T00:00:00Z,54365
Kaya,2019-01-01T00:00:00Z,122949
Oussouye,2002-01-01T00:00:00Z,4052
Oussouye,2013-01-01T00:00:00Z,4828
Tissemsilt,2008-01-01T00:00:00Z,75197
Boumerdès,2008-01-01T00:00:00Z,41685
El Taref,2008-01-01T00:00:00Z,25594
Helwan,2023-01-11T00:00:00Z,619293
Thaba-Tseka,2005-01-01T00:00:00Z,5423
Sumbe,2014-01-01T00:00:00Z,279968
Chinhoyi,2002-01-01T00:00:00Z,56794
Cyangugu,2012-01-01T00:00:00Z,27416
Aweil,2008-01-01T00:00:00Z,40054
Awka,2006-01-01T00:00:00Z,301657
Songea,2002-01-01T00:00:00Z,99961
Baboua,2003-01-01T00:00:00Z,6812
Bafatá,1979-04-16T00:00:00Z,13429
Bafatá,2008-01-01T00:00:00Z,22501
Bafatá,2009-03-01T00:00:00Z,29556
Bafia,2010-01-01T00:00:00Z,69270
Bafoussam,1976-04-09T00:00:00Z,62239
Bafoussam,1987-04-10T00:00:00Z,112681
Bafoussam,2024-01-01T00:00:00Z,480000
Balaka Township,2008-01-01T00:00:00Z,24000
Balat,2006-11-11T00:00:00Z,3794
Bambari,2003-01-01T00:00:00Z,41356
Bangassou,2003-01-01T00:00:00Z,31453
Fez,1971-01-01T00:00:00Z,325327
Fez,1982-01-01T00:00:00Z,448823
Fez,1994-01-01T00:00:00Z,772184
Fez,2004-01-01T00:00:00Z,946815
Fez,2012-01-01T00:00:00Z,1072468
Fez,2014-01-01T00:00:00Z,1112072
Fez,2024-01-01T00:00:00Z,1167842
Bassar,2010-01-01T00:00:00Z,23181
Bassar,2022-01-01T00:00:00Z,33156
Bauchi,2016-01-01T00:00:00Z,693700
Baía Farta,2014-01-01T00:00:00Z,107841
Beitbridge,2012-01-01T00:00:00Z,41767
Giza,1986-11-17T00:00:00Z,1883189
Giza,1996-11-19T00:00:00Z,2521197
Giza,2006-11-11T00:00:00Z,3021542
Giza,2020-12-12T00:00:00Z,5598402
Settat,1994-01-01T00:00:00Z,96217
Settat,2004-01-01T00:00:00Z,116570
Settat,2014-01-01T00:00:00Z,142250
Settat,2024-01-01T00:00:00Z,171556
Shinyanga,2010-01-01T00:00:00Z,107362
Maroua,1976-04-09T00:00:00Z,67187
Maroua,1987-04-10T00:00:00Z,123296
Maroua,2005-11-01T00:00:00Z,201371
Limbe,1976-04-09T00:00:00Z,26988
Limbe,1987-04-10T00:00:00Z,44561
Limbe,2005-11-01T00:00:00Z,84223
Tadjoura,2009-05-29T00:00:00Z,14820
Nador,1994-01-01T00:00:00Z,112450
Nador,2004-01-01T00:00:00Z,126207
Nador,2014-01-01T00:00:00Z,161726
Nador,2024-01-01T00:00:00Z,158202
Lindi,2002-01-01T00:00:00Z,41549
Gisenyi,2012-01-01T00:00:00Z,53603
Ongwediva,2010-01-01T00:00:00Z,10964
Sébikotane,1988-01-01T00:00:00Z,31101
Sébikotane,2002-01-01T00:00:00Z,18582
Sébikotane,2013-01-01T00:00:00Z,27402
Sébikotane,2023-01-01T00:00:00Z,42839
Guelmim,1994-01-01T00:00:00Z,72563
Guelmim,2004-01-01T00:00:00Z,95749
Guelmim,2014-01-01T00:00:00Z,118318
Guelmim,2024-01-01T00:00:00Z,126729
Smara,1994-01-01T00:00:00Z,28750
Smara,1994-01-01T00:00:00Z,28750
Smara,2004-01-01T00:00:00Z,40347
Smara,2004-01-01T00:00:00Z,40347
Smara,2014-01-01T00:00:00Z,57035
Smara,2014-01-01T00:00:00Z,57035
Smara,2024-01-01T00:00:00Z,56607
Smara,2024-01-01T00:00:00Z,56607
Ali Sabieh,2009-05-29T00:00:00Z,37939
Ali Sabieh,2012-01-01T00:00:00Z,71230
Teyateyaneng,2005-01-01T00:00:00Z,75115
Bo,2017-01-01T00:00:00Z,233684
Sokodé,2022-01-01T00:00:00Z,115442
Garissa,1999-01-01T00:00:00Z,65881
Musoma,2002-01-01T00:00:00Z,103497
Kaolack,2002-01-01T00:00:00Z,172305
Mostaganem,2008-01-01T00:00:00Z,145696
Chlef,2008-01-01T00:00:00Z,155134
Nyala,1993-01-01T00:00:00Z,227183
Nyala,2008-04-22T00:00:00Z,492984
Onitsha,2006-01-01T00:00:00Z,561066
Onitsha,2021-01-01T00:00:00Z,1483000
Sidi Bel Abbès,2008-01-01T00:00:00Z,212935
Ouargla,2008-01-01T00:00:00Z,133024
Touggourt,2008-01-01T00:00:00Z,143270
Touggourt,2008-01-01T00:00:00Z,39409
Luanshya,1990-08-20T00:00:00Z,118143
Luanshya,2000-10-20T00:00:00Z,115579
Luanshya,2008-01-01T00:00:00Z,117579
Luanshya,2010-10-16T00:00:00Z,130076
Luanshya,2022-01-01T00:00:00Z,147400
Serowe,2011-01-01T00:00:00Z,47447
Chipata (Fort Jameson),1974-01-01T00:00:00Z,16600
Chipata (Fort Jameson),1990-08-20T00:00:00Z,52213
Chipata (Fort Jameson),2000-10-20T00:00:00Z,73110
Chipata (Fort Jameson),2010-10-16T00:00:00Z,116627
Chipata (Fort Jameson),2022-01-01T00:00:00Z,141800
Obock,2012-01-01T00:00:00Z,21200
Bindura,2007-01-01T00:00:00Z,40233
Bindura,2013-01-01T00:00:00Z,46275
Bingerville,2021-01-01T00:00:00Z,204656
Katima Mulilo,2012-01-01T00:00:00Z,28699
Gharyan,2010-01-01T00:00:00Z,39561
Gharyan,2011-01-01T00:00:00Z,187854
Taba,2006-11-11T00:00:00Z,800
El-Tor,2006-11-11T00:00:00Z,12733
Solwezi,1990-08-20T00:00:00Z,23435
Solwezi,2000-10-20T00:00:00Z,38121
Solwezi,2010-10-16T00:00:00Z,90856
Mariental,2011-01-01T00:00:00Z,12478
Bol,2009-01-01T00:00:00Z,11700
Bondoukou,2021-01-01T00:00:00Z,141568
Bongor,2010-01-01T00:00:00Z,27770
Borama,2013-01-01T00:00:00Z,68074
Bor,2010-01-01T00:00:00Z,315351
Bor,2010-01-01T00:00:00Z,315351
Bossangoa,2003-01-01T00:00:00Z,36478
Bossangoa,2005-01-01T00:00:00Z,37780
Boujad,1994-01-01T00:00:00Z,33321
Boujad,2004-01-01T00:00:00Z,40513
Boujad,2014-01-01T00:00:00Z,46893
Boujad,2024-01-01T00:00:00Z,47209
Bozoum,2003-01-01T00:00:00Z,20665
Dila,2007-01-01T00:00:00Z,59150
Ebolowa,1976-04-09T00:00:00Z,18239
Ebolowa,1987-04-10T00:00:00Z,34771
Ebolowa,2005-11-11T00:00:00Z,64980
Ebolowa,2012-01-01T00:00:00Z,76885
Diourbel,2007-01-01T00:00:00Z,100445
Ebibeyin,2012-01-01T00:00:00Z,36565
Moyamba,2004-01-01T00:00:00Z,11485
Goundi,2009-01-01T00:00:00Z,73141
Ngozi,2008-01-01T00:00:00Z,39884
Meru,1999-01-01T00:00:00Z,42677
Dédougou,1985-01-01T00:00:00Z,21049
Dédougou,1996-01-01T00:00:00Z,33815
Dédougou,2006-01-01T00:00:00Z,38862
Dédougou,2019-01-01T00:00:00Z,63617
Qift,1996-11-19T00:00:00Z,17918
Qift,2006-11-11T00:00:00Z,22063
Tan-Tan,1994-01-01T00:00:00Z,45821
Tan-Tan,2004-01-01T00:00:00Z,60698
Tan-Tan,2014-01-01T00:00:00Z,73209
Tan-Tan,2024-01-01T00:00:00Z,76134
Katsina,2006-01-01T00:00:00Z,318459
Blitta,2022-01-01T00:00:00Z,10915
Yako,1985-01-01T00:00:00Z,14155
Yako,1996-01-01T00:00:00Z,18472
Yako,2006-01-01T00:00:00Z,22685
Yako,2019-01-01T00:00:00Z,38689
Burao,2015-01-01T00:00:00Z,350211
Samalut,1986-11-17T00:00:00Z,62404
Samalut,1996-11-19T00:00:00Z,75437
Samalut,2006-11-11T00:00:00Z,91475
Menouf,2019-01-01T00:00:00Z,117240
Beni Mazar,1986-11-17T00:00:00Z,47982
Beni Mazar,1996-11-19T00:00:00Z,52690
Beni Mazar,2006-11-11T00:00:00Z,79553
Séguéla,1975-04-30T00:00:00Z,12692
Séguéla,1988-03-01T00:00:00Z,29157
Séguéla,1998-12-20T00:00:00Z,43027
Séguéla,2012-01-01T00:00:00Z,67240
Séguéla,2014-05-15T00:00:00Z,46189
Séguéla,2021-01-01T00:00:00Z,103980
Caxito,2014-01-01T00:00:00Z,77276
Naqada,1996-11-19T00:00:00Z,18905
Naqada,2006-01-01T00:00:00Z,21530
Naqada,2006-11-11T00:00:00Z,21530
Lqliâa,1994-01-01T00:00:00Z,17921
Lqliâa,2004-01-01T00:00:00Z,47837
Lqliâa,2014-01-01T00:00:00Z,83235
Lqliâa,2024-01-01T00:00:00Z,107133
Abnub,1996-11-19T00:00:00Z,56480
Abnub,2006-11-11T00:00:00Z,67526
Abnub,2020-07-01T00:00:00Z,108858
Bonga,2007-01-01T00:00:00Z,20858
Tambacounda,1988-01-01T00:00:00Z,41885
Tambacounda,2002-01-01T00:00:00Z,67543
Tambacounda,2007-01-01T00:00:00Z,78800
Mbini,1994-01-01T00:00:00Z,14034
Tébessa,2008-01-01T00:00:00Z,194461
Luba,2012-01-01T00:00:00Z,7739
Koulamoutou,1993-07-31T00:00:00Z,11773
Koulamoutou,2003-12-01T00:00:00Z,16270
Koulamoutou,2013-10-01T00:00:00Z,25651
Oshakati,2010-01-01T00:00:00Z,39679
Korhogo,1975-01-01T00:00:00Z,45250
Korhogo,1988-01-01T00:00:00Z,109655
Korhogo,1998-01-01T00:00:00Z,142039
Korhogo,2012-01-01T00:00:00Z,225547
Korhogo,2014-01-01T00:00:00Z,286071
Korhogo,2021-01-01T00:00:00Z,440926
N'dalatando,2014-01-01T00:00:00Z,161584
Safaga,2006-11-11T00:00:00Z,28261
Gimbi,2007-01-01T00:00:00Z,30981
Khenifra,1994-01-01T00:00:00Z,60835
Khenifra,2004-01-01T00:00:00Z,72672
Khenifra,2014-01-01T00:00:00Z,117510
Khenifra,2024-01-01T00:00:00Z,123738
Fada N’Gourma,1985-01-01T00:00:00Z,20857
Fada N’Gourma,1996-01-01T00:00:00Z,29254
Fada N’Gourma,2006-01-01T00:00:00Z,41785
Fada N’Gourma,2019-01-01T00:00:00Z,73200
Bururi,2008-01-01T00:00:00Z,4478
Mampong,2024-01-01T00:00:00Z,42037
Otjiwarongo,2001-01-01T00:00:00Z,19614
Otjiwarongo,2011-01-01T00:00:00Z,28249
Chililabombwe,1974-01-01T00:00:00Z,56000
Chililabombwe,1990-08-20T00:00:00Z,48055
Chililabombwe,2000-10-20T00:00:00Z,54504
Chililabombwe,2010-10-16T00:00:00Z,77818
Chililabombwe,2022-01-01T00:00:00Z,141899
Makurdi,2012-01-01T00:00:00Z,170925
Kontagora,2010-01-01T00:00:00Z,322163
Yola,2006-01-01T00:00:00Z,392854
Kpalimé,2022-01-01T00:00:00Z,87478
Tarkwa,2013-01-01T00:00:00Z,34941
Lodwar,1999-08-24T00:00:00Z,16981
Lodwar,2009-08-24T00:00:00Z,44153
Lodwar,2019-08-24T00:00:00Z,82970
Kericho,1999-01-01T00:00:00Z,30023
Bungoma,2009-01-01T00:00:00Z,55857
Kumba,1976-04-09T00:00:00Z,44175
Kumba,1987-04-10T00:00:00Z,70112
Kumba,1998-01-01T00:00:00Z,97073
Kumba,2005-01-01T00:00:00Z,144268
Mansa,1974-01-01T00:00:00Z,7900
Mansa,1990-08-20T00:00:00Z,37882
Mansa,2000-10-20T00:00:00Z,41059
Mansa,2010-10-16T00:00:00Z,78153
Mansa,2012-01-01T00:00:00Z,45450
Kribi,2007-01-01T00:00:00Z,60000
Buba,2009-03-01T00:00:00Z,7898
Bubaque,2009-03-01T00:00:00Z,4484
Nkongsamba,1976-04-09T00:00:00Z,70464
Nkongsamba,1987-04-10T00:00:00Z,85420
Nkongsamba,2005-11-01T00:00:00Z,104050
Nkongsamba,2010-01-01T00:00:00Z,131000
Nkongsamba,2022-01-01T00:00:00Z,135405
Manga,2019-01-01T00:00:00Z,28612
Jerusalem,1977-01-01T00:00:00Z,345600
Jerusalem,1977-01-01T00:00:00Z,345600
Jerusalem,1977-01-01T00:00:00Z,345600
Jerusalem,1980-01-01T00:00:00Z,407100
Jerusalem,1980-01-01T00:00:00Z,407100
Jerusalem,1980-01-01T00:00:00Z,407100
Jerusalem,1985-01-01T00:00:00Z,457700
Jerusalem,1985-01-01T00:00:00Z,457700
Jerusalem,1985-01-01T00:00:00Z,457700
Jerusalem,1990-01-01T00:00:00Z,524400
Jerusalem,1990-01-01T00:00:00Z,524400
Jerusalem,1990-01-01T00:00:00Z,524400
Jerusalem,1995-01-01T00:00:00Z,617042
Jerusalem,1995-01-01T00:00:00Z,617042
Jerusalem,1995-01-01T00:00:00Z,617042
Jerusalem,2000-01-01T00:00:00Z,657500
Jerusalem,2000-01-01T00:00:00Z,657500
Jerusalem,2000-01-01T00:00:00Z,657500
Jerusalem,2005-01-01T00:00:00Z,718900
Jerusalem,2005-01-01T00:00:00Z,718900
Jerusalem,2005-01-01T00:00:00Z,718900
Jerusalem,2015-12-31T00:00:00Z,865721
Jerusalem,2015-12-31T00:00:00Z,865721
Jerusalem,2015-12-31T00:00:00Z,865721
Jerusalem,2019-01-01T00:00:00Z,936425
Jerusalem,2019-01-01T00:00:00Z,936425
Jerusalem,2019-01-01T00:00:00Z,936425
Abidjan,1988-01-01T00:00:00Z,1929079
Abidjan,1998-01-01T00:00:00Z,2877948
Abidjan,2014-01-01T00:00:00Z,4707404
Abidjan,2016-01-01T00:00:00Z,4980000
Abidjan,2021-01-01T00:00:00Z,5616633
Juba,2011-01-01T00:00:00Z,372410
Juba,2014-01-01T00:00:00Z,492970
Juba,2017-01-01T00:00:00Z,525953
Juba,2023-01-01T00:00:00Z,459342
Dar es Salaam,2012-01-01T00:00:00Z,4364541
Dar es Salaam,2016-01-01T00:00:00Z,4715000
Khartoum,2014-01-01T00:00:00Z,6527500
Khartoum,2018-01-01T00:00:00Z,5345000
Mogadishu,2015-01-01T00:00:00Z,2120000
Aswan,1986-11-17T00:00:00Z,190579
Aswan,1996-11-19T00:00:00Z,219874
Aswan,2006-11-01T00:00:00Z,267913
Aswan,2021-01-01T00:00:00Z,351332
Asyut,2006-11-11T00:00:00Z,389307
Jamestown,2016-01-01T00:00:00Z,714
Shibin Al Kawm,1986-11-17T00:00:00Z,132209
Shibin Al Kawm,1996-11-19T00:00:00Z,156794
Shibin Al Kawm,2021-01-01T00:00:00Z,267945
Shibin Al Kawm,2021-01-01T00:00:00Z,267945
Johannesburg,1985-01-01T00:00:00Z,1783000
Johannesburg,1990-01-01T00:00:00Z,1898000
Johannesburg,2001-01-01T00:00:00Z,3326055
Johannesburg,2011-01-01T00:00:00Z,4434827
Rabat,1971-01-01T00:00:00Z,375000
Rabat,1982-01-01T00:00:00Z,526124
Rabat,1994-01-01T00:00:00Z,615377
Rabat,2004-01-01T00:00:00Z,621480
Rabat,2014-01-01T00:00:00Z,572717
Rabat,2024-01-01T00:00:00Z,509916
Algiers,1977-02-12T00:00:00Z,1523000
Algiers,1987-03-20T00:00:00Z,1507241
Algiers,1998-08-28T00:00:00Z,2086212
Algiers,2008-04-14T00:00:00Z,2364230
Algiers,2011-01-01T00:00:00Z,3415811
Tripoli,1973-01-01T00:00:00Z,481295
Tripoli,1978-01-01T00:00:00Z,550400
Tripoli,1984-01-01T00:00:00Z,591062
Tripoli,2005-01-01T00:00:00Z,1150990
Tripoli,2007-01-01T00:00:00Z,1780000
Tripoli,2014-01-01T00:00:00Z,1126000
Tripoli,2020-01-01T00:00:00Z,1293016
Tripoli,2022-01-01T00:00:00Z,1176000
Djibouti,1984-01-01T00:00:00Z,250000
Djibouti,1987-01-01T00:00:00Z,230891
Djibouti,1989-01-01T00:00:00Z,290000
Djibouti,1992-01-01T00:00:00Z,279912
Djibouti,1995-01-01T00:00:00Z,387000
Djibouti,1999-01-01T00:00:00Z,312447
